business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Kaiplavil Stores,Kirana Store,Grocery store,Grocery store,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",N/A,N/A,4.1,13.0,"Vettipuram-Thazhevettipuram Rd, Thazhevettipram, Pathanamthitta, Keralam 689645",Thazhevettipram,9.271674899999999,76.7907901,ChIJYXeJgw0VBjsRJIVXqod1UyE,https://www.google.com/maps/place/?q=place_id:ChIJYXeJgw0VBjsRJIVXqod1UyE,part_306,2026-09-20 20:18:55
"Keerthana General Stores, PathisseryJunction",Kirana Store,Supermarket,Supermarket,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",N/A,N/A,4.6,8.0,"7RX6+9FQ, Pathanamthitta, Keralam 689671",689678,9.2984733,76.8112201,ChIJmV3B_Qk_BjsRm1JzgQ9VE9E,https://www.google.com/maps/place/?q=place_id:ChIJmV3B_Qk_BjsRm1JzgQ9VE9E,part_306,2026-09-20 20:18:55
Raju's stores,Kirana Store,Grocery store,Grocery store,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",N/A,N/A,4.7,3.0,"8R67+28G, Pathanamthitta, Kerala 689661",689678,9.3100697,76.8133194,ChIJa40BwYw_BjsRXHZMfEz4Ql8,https://www.google.com/maps/place/?q=place_id:ChIJa40BwYw_BjsRXHZMfEz4Ql8,part_306,2026-09-20 20:18:55
Kichoos supermarket and Bakers,Kirana Store,Supermarket,Supermarket,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",+91 96566 36677,N/A,4.6,18.0,"Ranni, Uthimoodu, Keralam 689672",689678,9.3305701,76.7950917,ChIJF-HZjxc_BjsRl5EwD8ZohKA,https://www.google.com/maps/place/?q=place_id:ChIJF-HZjxc_BjsRl5EwD8ZohKA,part_306,2026-09-20 20:18:55
Puthuparambil Stores,Kirana Store,Grocery store,Grocery store,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",+91 82817 83270,N/A,4.4,13.0,"Chittoor, Pathanamthitta, Keralam 689645",Chittoor,9.271821599999999,76.7798865,ChIJ4R0nnLcVBjsRAAS3jNp4tBA,https://www.google.com/maps/place/?q=place_id:ChIJ4R0nnLcVBjsRAAS3jNp4tBA,part_306,2026-09-20 20:18:55
Meleparambil Store,Kirana Store,Supermarket,Supermarket,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",+91 75598 90534,N/A,5.0,1.0,"Meleparambil Veedu, Thazhevettiputam, Pathanamthitta, Keralam 689645",Thazhevettiputam,9.2709188,76.7878549,ChIJM93dDA4VBjsRsSBkn8TF-ao,https://www.google.com/maps/place/?q=place_id:ChIJM93dDA4VBjsRsSBkn8TF-ao,part_306,2026-09-20 20:18:55
Mohan stores,Kirana Store,Grocery store,Grocery store,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",N/A,N/A,4.3,17.0,"8Q88+CR8, Kumbankuzhi to Andyalankavu, Kadammanitta, Keralam 689649",689678,9.3199052,76.76860099999999,ChIJewJL5wc_BjsRDcMhgie2R-I,https://www.google.com/maps/place/?q=place_id:ChIJewJL5wc_BjsRDcMhgie2R-I,part_306,2026-09-20 20:18:55
VT BALAKRISNA REDDIAR GENERAL MERCHANT,Kirana Store,Indian grocery store,Indian grocery store,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",+91 468 222 2362,http://www.vtbreddiar.com/,4.1,17.0,"Masjid Rd, Pathanamthitta, Keralam 689645",689678,9.2647351,76.7857106,ChIJ5cW1f7cVBjsR-jlLQp0uDao,https://www.google.com/maps/place/?q=place_id:ChIJ5cW1f7cVBjsR-jlLQp0uDao,part_306,2026-09-20 20:18:55
Galaxy supermarket,Kirana Store,Grocery store,Grocery store,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",N/A,N/A,4.2,5.0,"7QGM+64H, Pathanamthitta Ring Rd, Vettipuram, Pathanamthitta, Keralam 689645",Vettipuram,9.2755698,76.7828593,ChIJJY-IBB0VBjsR6m6Duy8eLdo,https://www.google.com/maps/place/?q=place_id:ChIJJY-IBB0VBjsR6m6Duy8eLdo,part_306,2026-09-20 20:18:55
JANAMITHRA STORES,Kirana Store,General store,General store,689678,Kerala Circle,Trivandrum HQ Region,Pathanamthitta Division,"Mylapra Town SO, Mannarakulanji BO, Mekozhur BO",+91 80756 13314,N/A,5.0,,"7Q9Q+3HJ PKR Centre, KSRTC Rd, opp. KSRTC Bus Station, Pathanamthitta, Kerala 689645",689678,9.2677085,76.78887809999999,ChIJN-p2QgAVBjsRRlq_aNx5gzk,https://www.google.com/maps/place/?q=place_id:ChIJN-p2QgAVBjsRRlq_aNx5gzk,part_306,2026-09-20 20:18:57
